"","stats.usersrated","stats.numweights","stats.owned","details.name","stats.average","stats.averageweight","details.yearpublished"
"4777",25,2,48,"3 SPOT game",5.26,2,1996
"4778",47,10,129,"Yalu: The Chinese Counteroffensive in Korea, November 1950 to May 1951",7.06702,3,1977
"4779",34,6,76,"Dictionary Dabble",6.4,1.3333,1986
"4780",17,1,37,"Uncle Happy's Train Game",3.70588,1,1993
"4781",660,77,750,"Phoenix",6.41664,1.6753,2003
"4782",4,1,11,"Duo",5.75,2,1981
"4783",70,8,171,"Quidditch: The Game",2.62757,1.75,2000
"4784",38,6,91,"Save the President",4.62632,2,1980
"4785",69,6,175,"Fantasy Warriors",6.34928,3.5,1990
"4786",6,1,9,"Peanut Panic",3.41667,1,1980
"4787",12,1,21,"Quadrature",4.83333,3,1992
"4788",28,4,18,"Tanbo",5.25,3,1993
"4789",15,4,12,"Impasse",5.43333,1.75,2003
"4790",14,2,58,"The Play's the Thing",4.78571,1.5,1993
"4791",101,31,294,"Iron Tide: Panzers in the Ardennes",7.80149,3.1613,2003
"4792",24,2,36,"Justice League MegaClash",5.3125,1,2003
"4793",4,1,18,"Dark Horizon: Notice of Termination",6.75,3,1997
"4794",7,1,13,"Lay an Egg",6.28571,1,1979
"4795",61,2,165,"Two Player Brick by Brick",5.32459,1,1995
"4796",106,20,305,"Harpoon: Captain's Edition",5.93877,2.4,1990
"4797",163,27,372,"Ace of Aces: Wingleader",6.5319,1.7778,1988
"4798",6,1,32,"Newtown",6.83333,3,1967
"4799",198,35,579,"Corsairs and Hellcats",7.40475,2.1429,2003
"4800",48,12,118,"Major Campaigns of General Douglas MacArthur",5.95417,1.9167,1974
"4801",405,54,637,"Tom Tube",6.3169,2.2778,2003
"4802",67,9,92,"International Oilman Game",5.94104,2.5556,1994
"4803",21,3,46,"Hockey Card Game",4.97619,1.6667,1985
"4804",9,1,38,"Balderdash Junior",5.17778,1,1991
"4805",87,12,198,"Don't Panic!",5.45402,1.25,1987
"4806",102,12,237,"Titan Legions",6.56275,2.5833,1994
"4807",17,5,18,"Rocket Hockey",5.58824,1,1978
"4808",18,2,57,"Trap Door",4.77778,1,1982
"4809",8,1,11,"Hockey Challenge",4.5625,1,1986
"4810",515,69,946,"Magdar",5.28603,1.3623,2003
"4811",25,4,73,"TV Guide: The Game",3.96,1,1997
"4812",37,2,105,"VH1 Pop Up Video Game",5.14865,1.5,1999
"4813",14,4,29,"Wyrm Wars",5.21429,1.5,1996
"4814",31,4,107,"Dragon Lords",6.33226,2,1993
"4815",17,2,77,"Foursight",5.90588,2,1985
"4816",10,1,22,"Maptitude",5.56,2,1997
"4817",95,21,279,"Panzer Grenadier: Airborne",6.17368,2.619,2001
"4818",295,30,616,"Dwarven Dig!",5.53294,2.0667,2003
"4819",70,5,107,"Monopoly: Australian Edition",4.37143,1.6,1996
"4820",74,10,187,"Maya Madness",5.59595,1.4,2003
"4821",232,23,350,"Don't Wake Daddy",4.35286,1,1992
"4822",21,2,71,"Mystify",4.97619,1.5,1997
"4823",867,131,1009,"Formula Dé Mini",6.51547,1.7405,2003
"4824",87,22,252,"Fear God and Dread Nought",7.32759,4.3182,2001
"4825",635,40,946,"Articulate!",6.52206,1.375,1992
"4826",339,43,938,"Lock 'n Load: Forgotten Heroes – Vietnam",7.46431,3.0698,2003
"4827",59,12,335,"WorldKiller",5.28475,2.6667,1980
"4828",263,59,586,"Battle for Moscow (first edition)",6.15472,1.9492,1986
"4829",22,5,52,"Universe",5.36364,2.4,1966
"4830",46,3,79,"Heartthrob",7.16152,2.3333,1988
"4831",204,23,409,"Pretty Pretty Princess",4.30127,1.0435,1990
"4832",420,54,896,"Crimson Skies",6.08579,2.1667,2003
"4833",392,53,573,"Cashflow 101",4.99615,2.1887,1996
"4834",77,9,115,"Pussy Cat",5.54545,1.5556,2003
"4835",390,42,600,"Lawless",6.08779,1.8095,2003
"4836",164,26,396,"Diceland: Space",6.56338,1.5385,2003
"4837",209,28,401,"The Secret Door",6.23206,1.0714,1991
"4838",115,20,499,"Glory II: Across the Rappahannock",6.37113,2.8,2002
"4839",58,7,132,"Cashflow 202",5.90603,2.7143,1999
"4840",9,1,22,"Bluenose",4.66667,1,1977
"4841",34,2,83,"Sweet Valley High",4.92647,1,1988
"4842",20,3,77,"007 James Bond: You Only Live Twice",5.67,1.3333,1985
"4843",18,2,11,"Rock, Paper, Scissors, Inc.",4.94444,1.5,2003
"4844",276,32,643,"VisualEyes",5.64261,1.4062,2003
"4845",24,4,79,"007 James Bond: Goldfinger",6,1.5,1985
"4846",7,2,11,"Assembly Line",5,1.5,2003
"4847",447,53,548,"Cronberg",6.00792,1.9057,2003
"4848",49,2,112,"Husch Husch kleine Hexe",5.57143,1,1994
"4849",30,1,88,"Mad Dash!",5.41667,1,1991
"4850",23,1,64,"Batalo",6.21739,2,1992
"4851",25,4,46,"Tilez!",4.92,1.5,1997
"4852",61,3,149,"Electronic Dream Phone",5.58951,2.3333,1991
"4853",18,3,70,"Sabuca",6.05556,1.3333,1999
"4854",218,39,873,"Korea: The Forgotten War",8.03426,4.2051,2003
"4855",52,7,125,"Let's Do Lunch!",5.28846,1.1429,2000
"4856",252,26,580,"Kung Fu Samurai on Giant Robot Island",5.79708,1.5,2003
"4857",298,25,691,"Grave Robbers II: Skippy's Revenge",6.17828,1.32,2003
"4858",16,4,52,"Booty",3.9375,1.5,1995
"4859",9,1,23,"Coodju",5.05556,2,2001
"4860",24,5,65,"Radar Search",4.55833,1.2,1969
"4861",9,1,53,"Glasnost",4.22222,2,1989
"4862",4,2,10,"Coronets",6.125,2,2003
"4863",64,3,206,"E.T.: The Extra-Terrestrial",3.71719,2,1982
"4864",55,5,140,"Frogger",4.74,1.4,1981
"4865",2,1,5,"Purse & Pockets Plus",6,1,2003
"4866",1,1,4,"Murderless Mysteries: Arch Villains Anonymous",5,2,2003
"4867",2,1,6,"Charlie Brown Plays Baseball",5,1,1995
"4868",38,4,135,"Track",4.40789,1.25,1975
"4869",3904,256,9710,"Munchkin 3: Clerical Errors",6.47993,1.8633,2003
"4870",1968,160,3642,"Munchkin Fu",5.92328,1.75,2003
"4871",341,41,803,"Lord of the Rings Trivia Game",6.07619,2.0732,2003
"4872",96,12,180,"Spinergy",5.66771,1.4167,2000
"4873",59,9,122,"Battlelines: The Stalingrad Campaign",6.52542,2.6667,2003
"4874",384,96,1012,"Downtown: Air War Over Hanoi, 1965-1972",7.76678,4.0625,2004
"4875",51,8,200,"Napoleon at Austerlitz",6.3,2.625,1981
"4876",150,7,276,"Rapidough",6.28967,1.1429,1994
"4877",42,2,80,"Den of Thieves",5.21429,1.5,2003
"4878",24,5,163,"Rockets Red Glare",6.125,2.4,1981
"4879",3,1,9,"The Fonz: Hanging Out at Arnold's",4,1,1976
"4880",28,5,96,"Seapower & the State",6.41786,2.8,1982
"4881",23,1,57,"Rival Den of Thieves",5.52174,1,2003
"4882",517,70,563,"Scream Machine",6.03325,1.5429,2003
"4883",29,7,56,"Intercept: The Electronic Search and Destroy Game",4.92793,1,1978
"4884",11,2,28,"Card Attack",5.63636,1,1991
"4885",5,1,19,"Centurions: Jake Rockwell's Battle to Stop Dr. Terror Game",3.7,1,1986
"4886",57,9,140,"Fight in the Skies",6.58772,2.4444,1966
"4887",2,1,12,"Murder à la carte: A Taste of His Own Medicine",6,1,1993
"4888",98,19,334,"Desert Steel",6.98163,3,1989
"4889",179,29,589,"Western Front Tank Leader",6.7838,3.1034,1987
"4890",447,48,885,"Spite & Malice",5.8606,1.375,2003
"4891",277,31,587,"Excalibur",6.25473,3.0968,1989
"4892",60,10,171,"Ökolopoly",5.26,2.7,1983
"4893",54,2,264,"When Darkness Comes: The Most Dangerous Game",6.13333,3,2003
"4894",12,1,46,"Quinto",4.5,2,1994
"4895",9,1,25,"Nummerus Zahlus",5.66667,2,1995
"4896",21,3,36,"Touchdown A Minute Football",4.28571,1,2003
"4897",382,38,662,"Strange Synergy",5.79042,2.1053,2003
"4898",539,51,940,"Such a Thing?",6.1048,1.2549,1989
"4899",4,1,5,"World War II in the West",6.75,4,2004
"4900",35,4,92,"Harry Potter Casting Stone Game",4.03854,1.25,2001
"4901",88,10,207,"Cubus",5.82216,1.9,1987
"4902",26,1,118,"Corda",4.76923,3,1982
"4903",471,53,829,"Lunar Rails",6.88041,2.7925,2003
"4904",1,1,2,"Bastard",6,3,1992
"4905",41,5,104,"Legend of Camelot",5.55854,2,1987
"4906",15,1,39,"BLARF",4.13333,2,1981
"4907",71,8,134,"Bibleopoly",3.77465,1.5,1991
"4908",29,6,111,"Seven Seas to Victory",7.18103,2.8333,1992
"4909",875,61,2376,"Killer Bunnies and the Quest for the Magic Carrot VIOLET Booster",6.40559,2.0984,2003
"4910",32,3,73,"Madeline",5.40531,1,1992
"4911",9,1,60,"Charlie's Angels",3.88889,1,1977
"4912",33,2,136,"Cube Checkers",5.65791,2.5,1997
"4913",25,1,40,"Murphy's Magic Island",5.632,2,1992
"4914",31,1,53,"Back Off! Buzzard",4.75806,1,1990
"4915",33,4,88,"Transformers Adventure Game",4.39394,1.75,1984
"4916",19,1,89,"Arbora",5.02632,1,1984
"4917",63,3,124,"Stun",4.39683,1,1986
"4918",27,5,75,"Lords Of The Middle Sea",5.89259,2.4,1978
"4919",258,24,149,"Ninety-Nine",7.31635,2.0833,1967
"4920",42,3,103,"Alien",5.38571,1,1979
"4921",12,1,25,"Scooby-doo! Get That Dog",4.79167,1,1999
"4922",21,5,46,"Scooby-doo! Thrills and Spills",3.95238,1.2,1999
"4923",9,3,30,"Auf der Flucht vor Tyrannosaurus",5.66667,1.6667,1993
"4924",14,2,65,"Crosscheck",5,1.5,1985
"4925",143,10,284,"Shadowrun Duels",5.69441,2.3,2003
"4926",36,3,78,"Command Decision III",6.95,3.6667,1998
"4927",58,7,177,"Command Decision II",6.84138,4.1429,1992
"4928",66,7,117,"Battlecards: World Conflict – Pacific Theatre – Starter Set",5.70606,1.8571,2003
"4929",66,5,122,"Battlecards: World Conflict – The Russian Front – Starter Set",5.39242,2.2,2003
"4930",22,2,67,"The Amazing Spider Man Game with the Fantastic Four!",3.90909,1,1967
"4931",3,1,9,"Spider-Man",5,1,1995
"4932",67,5,139,"Batman: Gotham City Mystery",5.60149,1,2003
"4933",38,8,123,"Xerxes",5.85789,1.875,1973
"4934",2935,368,4284,"Age of Mythology: The Boardgame",6.15813,2.9348,2003
"4935",51,4,123,"Eureka!",5.46745,1,2002
"4936",50,7,217,"Luck Plus",5.574,1.1429,1983
"4937",207,12,686,"Hit the Deck",4.41338,1,2001
"4938",47,2,99,"Monopoly: Coca-Cola Collector's Edition",4.70213,1.5,1996
"4939",29,1,30,"Monopoly: Batman & Robin",4.24138,2,1997
"4940",560,78,887,"Go Away Monster!",6.5174,1,1997
"4941",11,1,81,"Tripoley Dice",4.29091,1,1997
"4942",26,3,83,"Star Wars: Yoda the Jedi Master",4.48462,1,1981
"4943",121,9,310,"Anathema",5.48058,1.5556,2003
"4944",445,60,755,"Liberty: The American Revolution 1775-83",7.17989,2.6,2003
"4945",39,2,138,"Warplan Dropshot",6.88462,2.5,2002
"4946",39,6,155,"Victory in Vietnam",7.64103,2.8333,1999
"4947",8,1,47,"Redguard",5,3,2002
"4948",86,5,230,"Battleship: Star Wars Advanced Mission",5.68721,1.4,2002
"4949",9,1,38,"Star Wars: The Ultimate Space Adventure Game",4.45556,1,1982
"4950",24,2,14,"Bartok",7.00417,1.5,1985
"4951",21,2,67,"North to Alaska",5.32143,1.5,1984
"4952",6,2,30,"The Happy Highway Game",3.83333,1.5,1989
"4953",92,12,254,"Donkey Kong",5.24848,1.0833,1982
"4954",111,17,378,"Aces High",6.41351,2.9412,1980
"4955",1,1,10,"Totally Twister",4,2,1997
"4956",1,1,0,"Prism Quest",5,2,1994
"4957",42,5,132,"Star Explorer",6.83095,2.2,1982
"4958",1014,137,1250,"Quicksand",6.10673,1.1679,2003
"4959",9,2,25,"Spells & Spell Casters, Phantasy Realm Expansion #001",6.72222,2,2003
"4960",18,4,64,"Alaric the Goth: Fall of the Western Roman Empire",6.36806,2,1980
"4961",106,9,218,"Dungeons & Dragons Chainmail",6.07925,3.1111,2001
"4962",41,13,107,"Feudal Lord",7.5061,3.1538,1983
"4963",22,1,49,"Batman: Poker gegen Joker",5.65,2,1989
"4964",157,14,106,"Scum: The Food Chain Game",5.75541,1.3571,1996
"4965",237,30,321,"Busen Memo",4.84961,1.3,2003
"4966",94,6,285,"Diceland: Ogre",6.52409,2.1667,2003
"4967",870,118,1680,"Attack! Expansion",6.54437,2.8644,2003
"4968",1701,207,3254,"Attack!",5.86062,2.5556,2003
"4969",17,2,33,"Super Bowl",4.47059,2,1983
"4970",5,1,14,"21 Freeze Out",6.2,2,1986
"4971",16,1,48,"Auf Teufel komm raus!",4,1,1995
"4972",23,1,39,"Grand Prix",5.94565,2,1985
"4973",78,6,237,"The Six Million Dollar Man",4.0234,1.5,1975
"4974",36,4,172,"Sniper! Special Forces: Sniper! Companion Game #2",6.77778,3,1988
"4975",79,7,163,"Top Gun",5.5557,1.7143,1986
"4976",158,46,337,"Attack Vector: Tactical",7.26213,4.0652,2004
"4977",46,4,136,"Battlestar Galactica",6.43913,2.75,1979
"4978",50,8,91,"Yom Kippur",6.91,3.5,1983
"4979",40,6,85,"Sceptre 1027 A.D.",6.6,2.3333,1986
"4980",37,3,115,"High Ground",5.94865,1.6667,1986
"4981",473,50,712,"The Settlers of Zarahemla",6.95047,2.54,2003
"4982",1387,195,1807,"The Ark of the Covenant",6.97442,1.9231,2003
"4983",21,3,71,"Trinidad",5.72857,2,2003
"4984",5,2,17,"Di-Cross",6.2,1.5,2001
"4985",9,1,20,"Mundialito",4.61111,1,1985
"4986",10,1,39,"2nd Guess",5.6,1,2000
"4987",54,6,95,"Big Brother: The Game",3.03704,1.5,2000
"4988",149,21,332,"Deutschlandreise",4.31745,1.2381,1962
"4989",25,2,75,"Star Wars: Hoth Ice Planet Adventure Game",4.708,1.5,1980
"4990",20,5,50,"Money Card",4.525,1.2,1972
"4991",7,1,36,"Ballistic Missile",5,3,1977
"4992",1887,232,3460,"Battleball",6.29018,1.5086,2003
"4993",19,4,52,"Voice of the Mummy",6.89474,1.25,1971
"4994",7,1,33,"The Yuppie Game",5.71429,1,1985
"4995",204,15,482,"Win, Lose or Draw",5.21324,1,1988
"4996",17,1,60,"TV Scrabble",6.23529,2,1987
"4997",51,6,117,"Pacru",6.67157,3.3333,2004
"4998",26,6,82,"Air Empire",5.82692,1.8333,1961
"4999",22,5,59,"Nautic Miles",5.5,1.6,1978
"5000",29,3,84,"007 James Bond: The Man with the Golden Gun",5.62069,1,1985
"5001",141,13,420,"Star Wars: The Interactive Video Board Game",5.71447,1.8462,1996
"5002",82,25,286,"Operation Market Garden",6.74744,3.04,1985
"5003",99,19,291,"8th Army: Operation Crusader",6.81141,2.8947,1984
"5004",26,4,39,"Forma o Colore",6.14231,1.5,1999
"5005",10,2,31,"Jinx",3.6,1,2000
"5006",7,1,17,"Brainstrain",6,2,2001
"5007",158,16,285,"Gold und Rum",5.62601,1.6875,2003
"5008",77,21,281,"The Campaigns of Robert E. Lee",6.80649,3.8571,1988
"5009",15,1,44,"A Nightmare On Elm Street: The Freddy Game",5.28667,2,1989
"5010",1738,188,1318,"Zendo",7.28175,2.5532,2001
"5011",19,1,28,"The Hobbit Game",4.61579,2,1977
"5012",25,4,77,"The Siege of Minas Tirith",6.34,3,1975
"5013",8,1,20,"There and Back Again",5.5,2,1977
"5014",5,2,20,"The Ringbearer",5.4,3,1975
"5015",3,1,19,"The Siege of Barad-Dur 3430",5.66667,2,1975
"5016",153,14,356,"Electronic Battleship Advanced Mission",5.79144,1.7857,2000
"5017",14,4,50,"Baffles: Intriguing Game of Words",4.42857,1,1986
"5018",28,3,103,"Bionic Woman",4.5,1,1976
"5019",75,7,160,"Teams of Enemies",5.36333,1.7143,2000
"5020",166,25,328,"Transformers Armada:  Battle for Cybertron",6.2012,1.68,2003
"5021",42,12,186,"Battles of the Ancient World: Marathon and Granicus",6.025,2,2003
"5022",5,2,29,"Alien Armada",5,2,1983
"5023",9,1,18,"Ubiquity",4.58889,1,1983
"5024",58,15,215,"South Mountain",6.75431,3.0667,1984
"5025",35,3,85,"Dinosaur Chess",7.24857,2.6667,1993
"5026",4,1,17,"King Hamlet",6,1,1978
"5027",28,2,84,"The Simpsons Mystery of Life",4.33929,1,1990
"5028",20,2,54,"Counter Point",5.6,1.5,1971
"5029",5,1,24,"Saturday Night Live Trivia Board Game",5.2,1,1993
"5030",209,15,728,"Cranium Booster Box 1",6.27775,1.7333,1998
"5031",5,1,15,"The Duel",5,2,1992
"5032",19,1,50,"Pferdeäppel",5.95789,2,1981
"5033",26,4,52,"LifeStories",4.09615,1.25,1989
"5034",7,2,23,"Swordplay",5.07143,2,1976
"5035",13,1,65,"The Peloponnesian War",5.96154,2,1977
"5036",57,16,325,"River of Death: Battle of Chickamauga, September 19-20, 1863",7.25439,3.5,1999
"5037",105,27,472,"Red Badge of Courage",7.35143,3.7407,2001
"5038",11,1,61,"Scrabble Overturn",5.36364,3,1989
"5039",5,1,26,"The Battle of Saratoga",7.5,1,1976
"5040",86,12,200,"Hear Me Out",4.97326,1.4167,2002
"5041",48,4,115,"Bethump'd with Words",5.54479,2,1995
"5042",16,2,48,"Match 'Em",4.8125,1.5,1996
"5043",87,12,154,"Letra-Mix",5.28046,1.4167,1977
"5044",21,4,74,"Lee vs. Meade",5.4,2,1974
"5045",7,1,21,"Subway Vigilante",4.52857,1,1985
"5046",47,5,122,"Super Rack-O",6.01596,1.4,1983
"5047",29,3,79,"Nix",3.58621,1,1999
"5048",32,3,93,"Cthulhu Mash",5.48406,3,2003
"5049",49,8,194,"Rebels & Redcoats: Volume I",6.35714,2.25,1995
"5050",18,2,85,"The Ashes of Empire",5.13889,2.5,1998
"5051",37,8,128,"The Last Blitzkrieg",6.54595,3,1994
"5052",78,7,203,"24 Game",5.75692,1.5714,1988
"5053",29,7,125,"Tarawa: Bloody Betio",5.27586,2.5714,1992
"5054",8,1,14,"España 36",6.5,2,1984
"5055",37,11,132,"MechWar 2: Red Star / White Star",6.25,4.2727,1979
"5056",52,6,169,"The '45",6.32885,3.3333,1995
"5057",151,15,97,"Toss Across",4.41705,1,1969
"5058",16,2,68,"Cromwell",5.65625,2,1976
"5059",7,1,21,"Monster Fressen",6.28571,1,1998
"5060",66,8,122,"Tetris",5.63333,1.625,1989
"5061",11,2,37,"Electronic Master Mind",5.09091,3,1978
"5062",32,4,95,"Mai '68 Le jeu",6.86875,2.5,1980
"5063",9,3,24,"Hannibal",5.55556,3,1969
"5064",68,8,142,"Fief",6.24118,3,1981
"5065",36,3,120,"The Battle of Agincourt",5.59722,3,1978
"5066",82,12,227,"Beda Fomm",7.03354,2.4167,1979
"5067",53,8,203,"1942",5.38302,1.875,1978
"5068",101,17,294,"1941",6.56782,2.1765,1981
"5069",21,5,195,"The High Crusade",5.61905,2.8,1983
"5070",103,18,293,"1940",6.36408,2.4444,1980
"5071",75,13,255,"Invasion: Earth",6.05467,2.6154,1981
"5072",35,5,224,"The Omega War",6.51429,3.2,1983
"5073",57,11,214,"Bloodtree Rebellion",5.70175,3.1818,1979
"5074",2,1,12,"Jumble Plus",6,2,1996
"5075",310,33,793,"BattleTech: CityTech",6.64871,3.3939,1986
"5076",26,7,120,"Shot and Shell",7.08077,3.7143,1987
"5077",109,15,313,"Viking Raiders",7.02844,2.5333,1987
"5078",270,44,571,"Hornet Leader",7.36369,2.6136,1991
"5079",99,21,373,"Typhoon!",7.33232,4.0952,1995
"5080",126,16,418,"Ranger",6.86746,2.5,1984
"5081",186,44,683,"Sweden Fights On",7.74173,3.5455,2003
"5082",473,24,1007,"Katamino",6.29831,1.7083,1992
"5083",17,2,54,"Orcs in the Hood",4.11765,1.5,1999
"5084",34,3,110,"Robotanks",5.76471,2.3333,1992
"5085",79,7,183,"1829 Northern Board",6.98734,3.8571,1981
"5086",92,14,219,"Global War",5.8763,3.0714,1975
"5087",45,5,150,"The Battle of Guilford Courthouse",6.15267,2.4,1978
"5088",57,10,215,"The Battle of the Alma",6.30702,2.4,1978
"5089",7,1,24,"Glider-Pit Gladiators",5.85714,3,1998
"5090",56,8,150,"Drang Nach Osten!",6.86429,4.375,1973
"5091",14,2,83,"Coral Sea",5.34286,2.5,1974
"5092",42,12,125,"The Battle of Moscow",6.29286,2.5,1970
"5093",23,6,112,"Carrier Strike",5.45652,2.8333,1981
"5094",156,25,492,"Wolfpack",6.05192,2.56,1974
"5095",10,1,35,"Political Asylum",4.01,2,1993
"5096",44,6,133,"Garfield",5.17727,1,1981
"5097",3,1,12,"Alphabok",6.33333,1,1969
"5098",154,19,365,"Lara Croft: Tomb Raider – The Angel of Darkness",5.29026,1.6316,2003
"5099",48,2,102,"InterUrban",5.80208,2,2003
"5100",884,110,821,"Reiner Knizia's Decathlon",6.2096,1.2182,2003
"5101",17,5,19,"Creeps' Castle",5.13824,1,1980
"5102",58,4,102,"Monopoly: Justice League of America",4.87069,2,1999
"5103",25,2,32,"Monopoly: Elvis Presley 25th Anniversary",4.42,1.5,2003
"5104",6,1,8,"Monopoly Junior: Deep Sea Adventure",3,1,2000
"5105",45,2,104,"Monopoly: Scooby-doo! Fright Fest",4.85556,1.5,2000
"5106",35,2,78,"Monopoly: Muppets",4.67143,1.5,2003
"5107",18,2,36,"Monopoly: Harley-Davidson Motorcycles",4.69444,2,2000
"5108",6,1,14,"Who Said That?",3.66667,1,2003
"5109",19,3,43,"Real Dumb Laws",3.60526,1,2003
"5110",6,1,23,"The Lewis & Clark Adventure Game",4.83333,2,2003
"5111",60,4,227,"Jeopardy! Simpsons Edition",4.84667,1.25,2003
"5112",7,1,19,"Olympigs",4.27143,1,1991
"5113",83,13,307,"St-Lô",7.19458,3.3077,1986
"5114",187,19,543,"Mission Command Land",5.43856,1.4211,2003
"5115",39,6,49,"Neutron",6.43846,2.1667,1978
"5116",231,38,523,"Match of the Penguins",5.86623,1.1316,2003
"5117",260,36,640,"Mission Command Sea",5.91581,1.5,2003
"5118",28,2,43,"Monopoly Junior: Toy Story",3.48571,1,2001
"5119",226,33,595,"Mission Command Air",5.65935,1.3333,2003
"5120",33,4,79,"Jungle",6.00909,1.25,1981
"5121",8,2,10,"Ghost in a Box",4.0125,2.5,2001
"5122",8,1,20,"Cohorts: Game of Roman Checkers",5.8125,1,1977
"5123",59,9,177,"Nile",5.86271,1.7778,1967
"5124",36,2,59,"Ultra Ducks",4.88694,3,1998
"5125",8,2,17,"Wort Genie",5.5625,2.5,1993
"5126",46,7,114,"Spinner Dominoes",6.19565,1.1429,1983
"5127",214,30,616,"Scrabble Card Game",5.32939,1.7333,1997
"5128",39,3,47,"Castle Danger",6.53077,3.6667,2002
"5129",2,1,2,"StarStrike",6.5,3,2001
"5130",20,2,35,"Buddel-Wuddel",6.065,1.5,2003
"5131",40,4,136,"The Battle of Britain",6.34725,3.5,1968
"5132",25,6,193,"Khyber Rifles",4.94,3,1984
"5133",9,5,87,"Dark Stars",4.42222,3,1980
"5134",10,3,48,"IJN",6.1,2.3333,1978
"5135",5,2,34,"Torpedo!",6.2,2,1979
"5136",14,4,88,"Divine Wind",5.075,3,1981
"5137",8,1,69,"Kriegsmarine",6.9375,3,1980
"5138",12,1,81,"Assault on Tobruk",6.16667,2,1980
"5139",8,3,62,"Ortona",7.0875,2.6667,1983
"5140",8,2,49,"Battle Stations",5.90625,2,1987
"5141",14,3,69,"Kamikaze",5.95714,2,1982
"5142",10,2,32,"Gunslinger",6.4,2,1978
"5143",38,7,152,"Grunt",6.33158,2.7143,1971
"5144",46,6,173,"Flying Circus",5.82391,2.6667,1972
"5145",84,13,374,"Kadesh:  Mobile Warfare in the Ancient Middle East",6.44702,3.0769,1991
"5146",6,2,14,"Lemmings: The Migration",4.66667,1,1997
"5147",15,2,28,"Dragoon vs. Hussar",4.16667,3,1986
"5148",19,3,37,"Clash of Eagles",5.78947,3,1993
"5149",33,3,223,"Asia Crossroads",5.88636,3,2003
"5150",9,1,31,"H-Hour",6.22222,2,1976
"5151",22,1,60,"Push",5.36364,1,1977
"5152",72,11,147,"The Mother Lode of Sticky Gulch",6.37361,1.8182,2003
"5153",92,11,297,"Big Top",5.6913,1.5455,2003
"5154",20,2,36,"X-Men Deck the Mutants Card Game",6.025,2.5,1992
"5155",10,2,65,"Quadriga",4.75,1,1973
"5156",84,18,318,"Kampfpanzer",5.56071,2.7222,1973
"5157",11,1,59,"Armada",5.27273,2,1973
"5158",12,3,54,"Missile Boat",6.33333,2.3333,1974
"5159",10,1,25,"MiG Killers",6.8,2,1977
"5160",6,2,35,"L.A. Lawless",6.41667,1.5,1993
"5161",7,3,33,"National Liberation Front",6.35714,2.6667,1983
"5162",73,13,415,"Nicaragua",6.35548,2.7692,1988
"5163",26,2,73,"NORAD",6.06923,3,1973
"5164",2,2,2,"Mobile Suit Z Gundam game: Take off MkII",5.5,1.5,1985
"5165",614,77,656,"Smarty Party!",6.60047,1.4026,2003
"5166",37,4,190,"Double Star",5.96378,3.25,1979
"5167",139,19,229,"Senjutsu: Dynamic Samurai Combat",6.58777,2.1053,2003
"5168",64,5,173,"Pusher",6.02812,1.6,1993
"5169",119,17,306,"Schloss Schlotterstein",5.96429,1.1176,2003
"5170",48,1,87,"Summer Camp",5.34896,1,2003
"5171",23,6,59,"Monstrosity",4.56522,1.3333,2003
"5172",36,6,84,"Gaslight",7.05417,2.8333,2000
"5173",5,1,3,"The Slums",4.8,2,2001
"5174",13,3,52,"The Thing in the Darkness",6.65385,2.3333,1984
"5175",11,1,20,"The Bigfoot Game",5.04545,1,1987
"5176",72,12,210,"Portable Adventures: 8th Grade",5.84567,1.5,2003
"5177",93,15,246,"Portable Adventures: Lair of the Rat-King",5.8274,1.4,2003
"5178",56,13,146,"Battles of the Ancient World Volume III",6.475,1.6923,2000
"5179",3,1,3,"Number 2",5.66667,1,2003
"5180",244,37,651,"Guilford",7.10304,2.6486,2002
"5181",4,2,20,"Fürsten von Burgund",4.5,2.5,1992
"5182",46,3,86,"Warangel Card Game",6.03261,1.6667,2001
"5183",162,31,508,"Panzer Grenadier: Afrika Korps",6.2679,2.6129,2002
"5184",71,10,151,"Scottish Corridor: Lion Rampant",7.54807,3.6,2003
"5185",231,49,649,"Battles for the Ardennes",7.3487,2.8571,1978
"5186",16,4,61,"Stick the IRS",3.6625,1,1981
